"Types of Crops","musym.x","mukey","cokey","muname","taxorder","compname","slope.r","slopegradwta","slope.l","slope.h","localphase","erokind","erocl","tfact","Kfact","wei","niccdcd","hydgrp","soilslippot","drainagecl","drclassdcd","awc","aws025wta","aws0150wta","flodfreqcl","floddurcl","pondfreqcl","ponddurcl","flodfreqdcd","flodfreqmax","pondfreqprs","iacornsr","ph","ph_l","ph_h","cec7","gypsum","ksat","ec","sar","caco3","om","ptotal","soilTextdes","Soil Types","Rooting Depth","pH-Level","Temperature Tolerances","ph_L","ph_H","Boron","Copper","Zinc","Molybdenum","Iron","Manganese","Soil Boron","Soil Magnesium","Storage Life","Crop Maturity Late Variety","Crop Maturity Early Variety (days)","Storage Humidity (%)","Storage Temp (  ̊F)","Base Temp in F","Nitrogen","Example","Year","Month","Flags","FlagDesc"
"Cauliflower","95",2835178,22116792,"Harps clay loam, 0 to 2 percent slopes","Mollisols","Harps",1,0.9,0,2,"",NA,"None - deposition",5,0.24,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.53,27.02,"None","","None","","None","None",13,72,7.5,6.6,8.4,23.5,0,2.82,0,0,25,7,NA,"Clay loam","Moist, well drained","Shallow (6-12 inches)","5.5-7.5","Cool-season (Semi-Hardy)","5.5","7.5",NA,NA,NA,NA,NA,NA,"Semi-Tolerant","Not Tolerant","3-4 weeks",120,85,"95-98","32",60,"Side-dress with 4 ounces N per 250 foot row when plants are half grown.
",5,3,"April-July",2,"soil texture does not match, this soil's drainage may be limited"
"Cauliflower","95",2835178,22116792,"Harps clay loam, 0 to 2 percent slopes","Mollisols","Harps",1,0.9,0,2,"",NA,"None - deposition",5,0.24,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.53,27.02,"None","","None","","None","None",13,72,7.5,6.6,8.4,23.5,0,2.82,0,0,25,7,NA,"Clay loam","Moist, well drained","Shallow (6-12 inches)","5.5-7.5","Cool-season (Semi-Hardy)","5.5","7.5",NA,NA,NA,NA,NA,NA,"Semi-Tolerant","Not Tolerant","3-4 weeks",120,85,"95-98","32",60,"Side-dress with 4 ounces N per 250 foot row when plants are half grown.
",3,1,"August-November",2,"soil texture does not match, this soil's drainage may be limited"
"Cauliflower","107",2835033,22116763,"Webster clay loam, 0 to 2 percent slopes","Mollisols","Webster",1,1,0,2,"",NA,"None - deposition",5,0.28,48,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.55,26.66,"None","","None","","None","None",8,86,6.5,5.6,7.3,28.1,0,2.82,0,0,0,7,NA,"Clay loam","Moist, well drained","Shallow (6-12 inches)","5.5-7.5","Cool-season (Semi-Hardy)","5.5","7.5",NA,NA,NA,NA,NA,NA,"Semi-Tolerant","Not Tolerant","3-4 weeks",120,85,"95-98","32",60,"Side-dress with 4 ounces N per 250 foot row when plants are half grown.
",5,3,"April-July",2,"soil texture does not match, this soil's drainage may be limited"
"Cauliflower","107",2835033,22116763,"Webster clay loam, 0 to 2 percent slopes","Mollisols","Webster",1,1,0,2,"",NA,"None - deposition",5,0.28,48,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.55,26.66,"None","","None","","None","None",8,86,6.5,5.6,7.3,28.1,0,2.82,0,0,0,7,NA,"Clay loam","Moist, well drained","Shallow (6-12 inches)","5.5-7.5","Cool-season (Semi-Hardy)","5.5","7.5",NA,NA,NA,NA,NA,NA,"Semi-Tolerant","Not Tolerant","3-4 weeks",120,85,"95-98","32",60,"Side-dress with 4 ounces N per 250 foot row when plants are half grown.
",3,1,"August-November",2,"soil texture does not match, this soil's drainage may be limited"
"Cauliflower","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.24,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.21,5.01,27.46,"None","","None","","None","None",0,89,6.2,5.6,7.3,21.3,0,9.17,0,0,0,3.5,NA,"Loam","Moist, well drained","Shallow (6-12 inches)","5.5-7.5","Cool-season (Semi-Hardy)","5.5","7.5",NA,NA,NA,NA,NA,NA,"Semi-Tolerant","Not Tolerant","3-4 weeks",120,85,"95-98","32",60,"Side-dress with 4 ounces N per 250 foot row when plants are half grown.
",5,3,"April-July",1,"soil texture does not match"
"Cauliflower","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.24,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.21,5.01,27.46,"None","","None","","None","None",0,89,6.2,5.6,7.3,21.3,0,9.17,0,0,0,3.5,NA,"Loam","Moist, well drained","Shallow (6-12 inches)","5.5-7.5","Cool-season (Semi-Hardy)","5.5","7.5",NA,NA,NA,NA,NA,NA,"Semi-Tolerant","Not Tolerant","3-4 weeks",120,85,"95-98","32",60,"Side-dress with 4 ounces N per 250 foot row when plants are half grown.
",3,1,"August-November",1,"soil texture does not match"
"Cauliflower","55",2800483,22116853,"Nicollet clay loam, 1 to 3 percent slopes","Mollisols","Nicollet",2,1.9,1,3,"","Sheet erosion","Class 1",5,0.28,48,1,"C/D",NA,"Somewhat poorly drained","Somewhat poorly drained",0.18,4.58,26.8,"None","","None","","None","None",5,89,6.2,5.6,7.3,25.6,0,2.82,0,0,0,6,NA,"Clay loam","Moist, well drained","Shallow (6-12 inches)","5.5-7.5","Cool-season (Semi-Hardy)","5.5","7.5",NA,NA,NA,NA,NA,NA,"Semi-Tolerant","Not Tolerant","3-4 weeks",120,85,"95-98","32",60,"Side-dress with 4 ounces N per 250 foot row when plants are half grown.
",5,3,"April-July",1,"soil texture does not match"
"Cauliflower","55",2800483,22116853,"Nicollet clay loam, 1 to 3 percent slopes","Mollisols","Nicollet",2,1.9,1,3,"","Sheet erosion","Class 1",5,0.28,48,1,"C/D",NA,"Somewhat poorly drained","Somewhat poorly drained",0.18,4.58,26.8,"None","","None","","None","None",5,89,6.2,5.6,7.3,25.6,0,2.82,0,0,0,6,NA,"Clay loam","Moist, well drained","Shallow (6-12 inches)","5.5-7.5","Cool-season (Semi-Hardy)","5.5","7.5",NA,NA,NA,NA,NA,NA,"Semi-Tolerant","Not Tolerant","3-4 weeks",120,85,"95-98","32",60,"Side-dress with 4 ounces N per 250 foot row when plants are half grown.
",3,1,"August-November",1,"soil texture does not match"
"Cauliflower","6",412700,22116818,"Okoboji silty clay loam, 0 to 1 percent slopes","Mollisols","Okoboji",0,0.2,0,1,"",NA,"None - deposition",5,0.32,86,3,"C/D",NA,"Very poorly drained","Very poorly drained",0.22,5.35,30.38,"None","","Occasional","Brief (2 to 7 days)","None","None",85,59,6.8,6.1,7.3,29.5,0,0.92,0,0,0,9,NA,"Silty clay loam","Moist, well drained","Shallow (6-12 inches)","5.5-7.5","Cool-season (Semi-Hardy)","5.5","7.5",NA,NA,NA,NA,NA,NA,"Semi-Tolerant","Not Tolerant","3-4 weeks",120,85,"95-98","32",60,"Side-dress with 4 ounces N per 250 foot row when plants are half grown.
",5,3,"April-July",3,"soil texture does not match, this soil's organic matter percent could be an issue, this soil's drainage may be limited"
"Cauliflower","6",412700,22116818,"Okoboji silty clay loam, 0 to 1 percent slopes","Mollisols","Okoboji",0,0.2,0,1,"",NA,"None - deposition",5,0.32,86,3,"C/D",NA,"Very poorly drained","Very poorly drained",0.22,5.35,30.38,"None","","Occasional","Brief (2 to 7 days)","None","None",85,59,6.8,6.1,7.3,29.5,0,0.92,0,0,0,9,NA,"Silty clay loam","Moist, well drained","Shallow (6-12 inches)","5.5-7.5","Cool-season (Semi-Hardy)","5.5","7.5",NA,NA,NA,NA,NA,NA,"Semi-Tolerant","Not Tolerant","3-4 weeks",120,85,"95-98","32",60,"Side-dress with 4 ounces N per 250 foot row when plants are half grown.
",3,1,"August-November",3,"soil texture does not match, this soil's organic matter percent could be an issue, this soil's drainage may be limited"
"Cauliflower","507",412692,22116954,"Canisteo clay loam, 0 to 2 percent slopes","Mollisols","Canisteo",1,0.9,0,2,"",NA,"None - deposition",5,0.28,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.63,27.18,"None","","None","","None","None",15,84,7.5,7.4,7.8,25,0,2.82,0,0,13,7,NA,"Clay loam","Moist, well drained","Shallow (6-12 inches)","5.5-7.5","Cool-season (Semi-Hardy)","5.5","7.5",NA,NA,NA,NA,NA,NA,"Semi-Tolerant","Not Tolerant","3-4 weeks",120,85,"95-98","32",60,"Side-dress with 4 ounces N per 250 foot row when plants are half grown.
",5,3,"April-July",2,"soil texture does not match, this soil's drainage may be limited"
"Cauliflower","507",412692,22116954,"Canisteo clay loam, 0 to 2 percent slopes","Mollisols","Canisteo",1,0.9,0,2,"",NA,"None - deposition",5,0.28,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.63,27.18,"None","","None","","None","None",15,84,7.5,7.4,7.8,25,0,2.82,0,0,13,7,NA,"Clay loam","Moist, well drained","Shallow (6-12 inches)","5.5-7.5","Cool-season (Semi-Hardy)","5.5","7.5",NA,NA,NA,NA,NA,NA,"Semi-Tolerant","Not Tolerant","3-4 weeks",120,85,"95-98","32",60,"Side-dress with 4 ounces N per 250 foot row when plants are half grown.
",3,1,"August-November",2,"soil texture does not match, this soil's drainage may be limited"
"Cauliflower","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.24,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.21,5.01,27.46,"None","","None","","None","None",0,89,6.2,5.6,7.3,21.3,0,9.17,0,0,0,3.5,NA,"Loam","Moist, well drained","Shallow (6-12 inches)","5.5-7.5","Cool-season (Semi-Hardy)","5.5","7.5",NA,NA,NA,NA,NA,NA,"Semi-Tolerant","Not Tolerant","3-4 weeks",120,85,"95-98","32",60,"Side-dress with 4 ounces N per 250 foot row when plants are half grown.
",5,3,"April-July",1,"soil texture does not match"
"Cauliflower","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.24,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.21,5.01,27.46,"None","","None","","None","None",0,89,6.2,5.6,7.3,21.3,0,9.17,0,0,0,3.5,NA,"Loam","Moist, well drained","Shallow (6-12 inches)","5.5-7.5","Cool-season (Semi-Hardy)","5.5","7.5",NA,NA,NA,NA,NA,NA,"Semi-Tolerant","Not Tolerant","3-4 weeks",120,85,"95-98","32",60,"Side-dress with 4 ounces N per 250 foot row when plants are half grown.
",3,1,"August-November",1,"soil texture does not match"
"Cucumber","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.28,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.19,5.01,27.46,"None","","None","","None","None",0,89,6.33333333333333,5.76666666666667,7.3,20.3,0,9.17,0,0,0,2.25,NA,"Loam","Sandy loam","Moderate (18-24 inches)","5.5-7.0","Warm-season (Very Tender)","5.5","7.0","High","Medium","-","High","High","Medium",NA,NA,"1-2 weeks",90,55,"85-90","50-54",40,"When the plants begin to vine, in midseason, apply a side-dressing of 2.5 ounces of N for each 250 feet of row.",1,4,"June-September",1,"soil texture does not match"
"Cucumber","55",2800483,22116853,"Nicollet clay loam, 1 to 3 percent slopes","Mollisols","Nicollet",2,1.9,1,3,"","Sheet erosion","Class 1",5,0.293333333333333,48,1,"C/D",NA,"Somewhat poorly drained","Somewhat poorly drained",0.176666666666667,4.58,26.8,"None","","None","","None","None",5,89,6.33333333333333,5.76666666666667,7.3,24.9666666666667,0,2.82,0,0,0,3.75,NA,"Clay loam","Sandy loam","Moderate (18-24 inches)","5.5-7.0","Warm-season (Very Tender)","5.5","7.0","High","Medium","-","High","High","Medium",NA,NA,"1-2 weeks",90,55,"85-90","50-54",40,"When the plants begin to vine, in midseason, apply a side-dressing of 2.5 ounces of N for each 250 feet of row.",1,4,"June-September",1,"soil texture does not match"
"Cucumber","507",412692,22116954,"Canisteo clay loam, 0 to 2 percent slopes","Mollisols","Canisteo",1,0.9,0,2,"",NA,"None - deposition",5,0.266666666666667,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.63,27.18,"None","","None","","None","None",15,84,7.63333333333333,7.4,7.8,25.1666666666667,0,2.82,0,0,11,5,NA,"Clay loam","Sandy loam","Moderate (18-24 inches)","5.5-7.0","Warm-season (Very Tender)","5.5","7.0","High","Medium","-","High","High","Medium",NA,NA,"1-2 weeks",90,55,"85-90","50-54",40,"When the plants begin to vine, in midseason, apply a side-dressing of 2.5 ounces of N for each 250 feet of row.",1,4,"June-September",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Cucumber","95",2835178,22116792,"Harps clay loam, 0 to 2 percent slopes","Mollisols","Harps",1,0.9,0,2,"",NA,"None - deposition",5,0.266666666666667,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.53,27.02,"None","","None","","None","None",13,72,7.83333333333333,7.13333333333333,8.4,21.2,0,4.93666666666667,0,0,25,4.5,NA,"Clay loam","Sandy loam","Moderate (18-24 inches)","5.5-7.0","Warm-season (Very Tender)","5.5","7.0","High","Medium","-","High","High","Medium",NA,NA,"1-2 weeks",90,55,"85-90","50-54",40,"When the plants begin to vine, in midseason, apply a side-dressing of 2.5 ounces of N for each 250 feet of row.",1,4,"June-September",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Cucumber","107",2835033,22116763,"Webster clay loam, 0 to 2 percent slopes","Mollisols","Webster",1,1,0,2,"",NA,"None - deposition",5,0.28,48,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.55,26.66,"None","","None","","None","None",8,86,6.7,5.85,7.3,27.9,0,2.82,0,0,0,6,NA,"Clay loam","Sandy loam","Moderate (18-24 inches)","5.5-7.0","Warm-season (Very Tender)","5.5","7.0","High","Medium","-","High","High","Medium",NA,NA,"1-2 weeks",90,55,"85-90","50-54",40,"When the plants begin to vine, in midseason, apply a side-dressing of 2.5 ounces of N for each 250 feet of row.",1,4,"June-September",2,"soil texture does not match, this soil's drainage may be limited"
"Cucumber","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.28,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.19,5.01,27.46,"None","","None","","None","None",0,89,6.33333333333333,5.76666666666667,7.3,20.3,0,9.17,0,0,0,2.25,NA,"Loam","Sandy loam","Moderate (18-24 inches)","5.5-7.0","Warm-season (Very Tender)","5.5","7.0","High","Medium","-","High","High","Medium",NA,NA,"1-2 weeks",90,55,"85-90","50-54",40,"When the plants begin to vine, in midseason, apply a side-dressing of 2.5 ounces of N for each 250 feet of row.",1,4,"June-September",1,"soil texture does not match"
"Cucumber","6",412700,22116818,"Okoboji silty clay loam, 0 to 1 percent slopes","Mollisols","Okoboji",0,0.2,0,1,"",NA,"None - deposition",5,0.32,86,3,"C/D",NA,"Very poorly drained","Very poorly drained",0.22,5.35,30.38,"None","","Occasional","Brief (2 to 7 days)","None","None",85,59,6.9,6.35,7.3,29.35,0,0.92,0,0,0,7.5,NA,"Silty clay loam","Sandy loam","Moderate (18-24 inches)","5.5-7.0","Warm-season (Very Tender)","5.5","7.0","High","Medium","-","High","High","Medium",NA,NA,"1-2 weeks",90,55,"85-90","50-54",40,"When the plants begin to vine, in midseason, apply a side-dressing of 2.5 ounces of N for each 250 feet of row.",1,4,"June-September",2,"soil texture does not match, this soil's drainage may be limited"
"Eggplant","507",412692,22116954,"Canisteo clay loam, 0 to 2 percent slopes","Mollisols","Canisteo",1,0.9,0,2,"",NA,"None - deposition",5,0.266666666666667,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.63,27.18,"None","","None","","None","None",15,84,7.63333333333333,7.4,7.8,25.1666666666667,0,2.82,0,0,11,5,NA,"Clay loam","Sandy loam","Moderate(18-24 inches)","5.5-7.0","Warm-season (Very Tender)","5.5","7.0","Medium","Medium","Medium","Medium","-","High","Semi-Tolerant","Tolerant","1-2 weeks",30,22,"90-95","50-54",40,"Side-dress with 4 ounces of N per 250 foot of row when plants are half grown and again immediately after harvesting the first fruits.",3,2,"June-October",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Eggplant","107",2835033,22116763,"Webster clay loam, 0 to 2 percent slopes","Mollisols","Webster",1,1,0,2,"",NA,"None - deposition",5,0.28,48,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.55,26.66,"None","","None","","None","None",8,86,6.7,5.85,7.3,27.9,0,2.82,0,0,0,6,NA,"Clay loam","Sandy loam","Moderate(18-24 inches)","5.5-7.0","Warm-season (Very Tender)","5.5","7.0","Medium","Medium","Medium","Medium","-","High","Semi-Tolerant","Tolerant","1-2 weeks",30,22,"90-95","50-54",40,"Side-dress with 4 ounces of N per 250 foot of row when plants are half grown and again immediately after harvesting the first fruits.",3,2,"June-October",2,"soil texture does not match, this soil's drainage may be limited"
"Eggplant","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.28,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.19,5.01,27.46,"None","","None","","None","None",0,89,6.33333333333333,5.76666666666667,7.3,20.3,0,9.17,0,0,0,2.25,NA,"Loam","Sandy loam","Moderate(18-24 inches)","5.5-7.0","Warm-season (Very Tender)","5.5","7.0","Medium","Medium","Medium","Medium","-","High","Semi-Tolerant","Tolerant","1-2 weeks",30,22,"90-95","50-54",40,"Side-dress with 4 ounces of N per 250 foot of row when plants are half grown and again immediately after harvesting the first fruits.",3,2,"June-October",1,"soil texture does not match"
"Eggplant","6",412700,22116818,"Okoboji silty clay loam, 0 to 1 percent slopes","Mollisols","Okoboji",0,0.2,0,1,"",NA,"None - deposition",5,0.32,86,3,"C/D",NA,"Very poorly drained","Very poorly drained",0.22,5.35,30.38,"None","","Occasional","Brief (2 to 7 days)","None","None",85,59,6.9,6.35,7.3,29.35,0,0.92,0,0,0,7.5,NA,"Silty clay loam","Sandy loam","Moderate(18-24 inches)","5.5-7.0","Warm-season (Very Tender)","5.5","7.0","Medium","Medium","Medium","Medium","-","High","Semi-Tolerant","Tolerant","1-2 weeks",30,22,"90-95","50-54",40,"Side-dress with 4 ounces of N per 250 foot of row when plants are half grown and again immediately after harvesting the first fruits.",3,2,"June-October",2,"soil texture does not match, this soil's drainage may be limited"
"Eggplant","55",2800483,22116853,"Nicollet clay loam, 1 to 3 percent slopes","Mollisols","Nicollet",2,1.9,1,3,"","Sheet erosion","Class 1",5,0.293333333333333,48,1,"C/D",NA,"Somewhat poorly drained","Somewhat poorly drained",0.176666666666667,4.58,26.8,"None","","None","","None","None",5,89,6.33333333333333,5.76666666666667,7.3,24.9666666666667,0,2.82,0,0,0,3.75,NA,"Clay loam","Sandy loam","Moderate(18-24 inches)","5.5-7.0","Warm-season (Very Tender)","5.5","7.0","Medium","Medium","Medium","Medium","-","High","Semi-Tolerant","Tolerant","1-2 weeks",30,22,"90-95","50-54",40,"Side-dress with 4 ounces of N per 250 foot of row when plants are half grown and again immediately after harvesting the first fruits.",3,2,"June-October",1,"soil texture does not match"
"Eggplant","95",2835178,22116792,"Harps clay loam, 0 to 2 percent slopes","Mollisols","Harps",1,0.9,0,2,"",NA,"None - deposition",5,0.266666666666667,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.53,27.02,"None","","None","","None","None",13,72,7.83333333333333,7.13333333333333,8.4,21.2,0,4.93666666666667,0,0,25,4.5,NA,"Clay loam","Sandy loam","Moderate(18-24 inches)","5.5-7.0","Warm-season (Very Tender)","5.5","7.0","Medium","Medium","Medium","Medium","-","High","Semi-Tolerant","Tolerant","1-2 weeks",30,22,"90-95","50-54",40,"Side-dress with 4 ounces of N per 250 foot of row when plants are half grown and again immediately after harvesting the first fruits.",3,2,"June-October",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Eggplant","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.28,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.19,5.01,27.46,"None","","None","","None","None",0,89,6.33333333333333,5.76666666666667,7.3,20.3,0,9.17,0,0,0,2.25,NA,"Loam","Sandy loam","Moderate(18-24 inches)","5.5-7.0","Warm-season (Very Tender)","5.5","7.0","Medium","Medium","Medium","Medium","-","High","Semi-Tolerant","Tolerant","1-2 weeks",30,22,"90-95","50-54",40,"Side-dress with 4 ounces of N per 250 foot of row when plants are half grown and again immediately after harvesting the first fruits.",3,2,"June-October",1,"soil texture does not match"
"Lettuce","95",2835178,22116792,"Harps clay loam, 0 to 2 percent slopes","Mollisols","Harps",1,0.9,0,2,"",NA,"None - deposition",5,0.24,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.53,27.02,"None","","None","","None","None",13,72,7.5,6.6,8.4,23.5,0,2.82,0,0,25,7,NA,"Clay loam","Sandy","Shallow (6-12 inches)","6.0-7.0","Cool-season (Semi-Hardy)","6.0","7.0",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","2-3 weeks",80,60,"98-100","32",50,"Side-dress with 12 ounces (¾ pound) of N per 250 foot of row, 4 to 6 weeks after planting.",5,3,"August-November",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Lettuce","95",2835178,22116792,"Harps clay loam, 0 to 2 percent slopes","Mollisols","Harps",1,0.9,0,2,"",NA,"None - deposition",5,0.24,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.53,27.02,"None","","None","","None","None",13,72,7.5,6.6,8.4,23.5,0,2.82,0,0,25,7,NA,"Clay loam","Sandy","Shallow (6-12 inches)","6.0-7.0","Cool-season (Semi-Hardy)","6.0","7.0",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","2-3 weeks",80,60,"98-100","32",50,"Side-dress with 12 ounces (¾ pound) of N per 250 foot of row, 4 to 6 weeks after planting.",3,1,"April-June",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Lettuce","55",2800483,22116853,"Nicollet clay loam, 1 to 3 percent slopes","Mollisols","Nicollet",2,1.9,1,3,"","Sheet erosion","Class 1",5,0.28,48,1,"C/D",NA,"Somewhat poorly drained","Somewhat poorly drained",0.18,4.58,26.8,"None","","None","","None","None",5,89,6.2,5.6,7.3,25.6,0,2.82,0,0,0,6,NA,"Clay loam","Sandy","Shallow (6-12 inches)","6.0-7.0","Cool-season (Semi-Hardy)","6.0","7.0",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","2-3 weeks",80,60,"98-100","32",50,"Side-dress with 12 ounces (¾ pound) of N per 250 foot of row, 4 to 6 weeks after planting.",5,3,"August-November",1,"soil texture does not match"
"Lettuce","55",2800483,22116853,"Nicollet clay loam, 1 to 3 percent slopes","Mollisols","Nicollet",2,1.9,1,3,"","Sheet erosion","Class 1",5,0.28,48,1,"C/D",NA,"Somewhat poorly drained","Somewhat poorly drained",0.18,4.58,26.8,"None","","None","","None","None",5,89,6.2,5.6,7.3,25.6,0,2.82,0,0,0,6,NA,"Clay loam","Sandy","Shallow (6-12 inches)","6.0-7.0","Cool-season (Semi-Hardy)","6.0","7.0",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","2-3 weeks",80,60,"98-100","32",50,"Side-dress with 12 ounces (¾ pound) of N per 250 foot of row, 4 to 6 weeks after planting.",3,1,"April-June",1,"soil texture does not match"
"Lettuce","107",2835033,22116763,"Webster clay loam, 0 to 2 percent slopes","Mollisols","Webster",1,1,0,2,"",NA,"None - deposition",5,0.28,48,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.55,26.66,"None","","None","","None","None",8,86,6.5,5.6,7.3,28.1,0,2.82,0,0,0,7,NA,"Clay loam","Sandy","Shallow (6-12 inches)","6.0-7.0","Cool-season (Semi-Hardy)","6.0","7.0",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","2-3 weeks",80,60,"98-100","32",50,"Side-dress with 12 ounces (¾ pound) of N per 250 foot of row, 4 to 6 weeks after planting.",5,3,"August-November",2,"soil texture does not match, this soil's drainage may be limited"
"Lettuce","107",2835033,22116763,"Webster clay loam, 0 to 2 percent slopes","Mollisols","Webster",1,1,0,2,"",NA,"None - deposition",5,0.28,48,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.55,26.66,"None","","None","","None","None",8,86,6.5,5.6,7.3,28.1,0,2.82,0,0,0,7,NA,"Clay loam","Sandy","Shallow (6-12 inches)","6.0-7.0","Cool-season (Semi-Hardy)","6.0","7.0",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","2-3 weeks",80,60,"98-100","32",50,"Side-dress with 12 ounces (¾ pound) of N per 250 foot of row, 4 to 6 weeks after planting.",3,1,"April-June",2,"soil texture does not match, this soil's drainage may be limited"
"Lettuce","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.24,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.21,5.01,27.46,"None","","None","","None","None",0,89,6.2,5.6,7.3,21.3,0,9.17,0,0,0,3.5,NA,"Loam","Sandy","Shallow (6-12 inches)","6.0-7.0","Cool-season (Semi-Hardy)","6.0","7.0",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","2-3 weeks",80,60,"98-100","32",50,"Side-dress with 12 ounces (¾ pound) of N per 250 foot of row, 4 to 6 weeks after planting.",5,3,"August-November",1,"soil texture does not match"
"Lettuce","138B",412656,22116611,"Clarion loam, 2 to 6 percent slopes","Mollisols","Clarion",3,3.1,2,6,"","Sheet erosion","Class 1",5,0.24,48,2,"C",NA,"Moderately well drained","Moderately well drained",0.21,5.01,27.46,"None","","None","","None","None",0,89,6.2,5.6,7.3,21.3,0,9.17,0,0,0,3.5,NA,"Loam","Sandy","Shallow (6-12 inches)","6.0-7.0","Cool-season (Semi-Hardy)","6.0","7.0",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","2-3 weeks",80,60,"98-100","32",50,"Side-dress with 12 ounces (¾ pound) of N per 250 foot of row, 4 to 6 weeks after planting.",3,1,"April-June",1,"soil texture does not match"
"Lettuce","507",412692,22116954,"Canisteo clay loam, 0 to 2 percent slopes","Mollisols","Canisteo",1,0.9,0,2,"",NA,"None - deposition",5,0.28,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.63,27.18,"None","","None","","None","None",15,84,7.5,7.4,7.8,25,0,2.82,0,0,13,7,NA,"Clay loam","Sandy","Shallow (6-12 inches)","6.0-7.0","Cool-season (Semi-Hardy)","6.0","7.0",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","2-3 weeks",80,60,"98-100","32",50,"Side-dress with 12 ounces (¾ pound) of N per 250 foot of row, 4 to 6 weeks after planting.",5,3,"August-November",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
"Lettuce","507",412692,22116954,"Canisteo clay loam, 0 to 2 percent slopes","Mollisols","Canisteo",1,0.9,0,2,"",NA,"None - deposition",5,0.28,86,2,"C/D",NA,"Poorly drained","Poorly drained",0.18,4.63,27.18,"None","","None","","None","None",15,84,7.5,7.4,7.8,25,0,2.82,0,0,13,7,NA,"Clay loam","Sandy","Shallow (6-12 inches)","6.0-7.0","Cool-season (Semi-Hardy)","6.0","7.0",NA,NA,NA,NA,NA,NA,NA,"Not Tolerant","2-3 weeks",80,60,"98-100","32",50,"Side-dress with 12 ounces (¾ pound) of N per 250 foot of row, 4 to 6 weeks after planting.",3,1,"April-June",3,"pH does not fit into range, soil texture does not match, this soil's drainage may be limited"
