recdate,comptextkind,textcat,textsubcat,text,cokey,cotextkey
08/17/2021 00:00:00,Nontechnical description,GENSOIL,generated,"The Judson component makes up 100 percent of the map unit. Slopes are 5 to 9 percent. This component is on alluvial fans on river valleys. The parent material consists of silty colluvium. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is moderately well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is very high.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 4 percent. This component is in the F108CY521IA Colluvial Woodland ecological site. Nonirrigated land capability classification is 3e.  This soil does not meet hydric criteria. The calcium carbonate equivalent within 40 inches, typically, does not exceed 5 percent.  ",22087234,22417034
08/17/2021 00:00:00,Nontechnical description,GENSOIL,generated,"The Shelby, moderately eroded component makes up 60 percent of the map unit. Slopes are 9 to 14 percent. This component is on hillslopes on uplands. The parent material consists of subglacial till. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is high.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 3 percent. This component is in the R108CY509IA Till Backslope Prairie ecological site. Nonirrigated land capability classification is 3e.  This soil does not meet hydric criteria.   ",22087273,22417073
08/17/2021 00:00:00,Nontechnical description,GENSOIL,generated,"The Adair, moderately eroded component makes up 30 percent of the map unit. Slopes are 9 to 14 percent. This component is on hillslopes on uplands. The parent material consists of red paleosol and underlying subglacial till. Depth to a root restrictive layer, abrupt textural change,  inches. The natural drainage class is somewhat poorly drained.  Water movement in the most restrictive layer is low.  Available water to a depth of 60 inches (or restricted depth) is high.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 12 inches during October. Organic matter content in the surface horizon is about 3 percent. This component is in the R108CY509IA Till Backslope Prairie ecological site. Nonirrigated land capability classification is 4e.  This soil does not meet hydric criteria.   ",22087274,22417074
08/17/2021 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Shelby, severely eroded soil is a minor component.",22087275,22417075
08/17/2021 00:00:00,Nontechnical description,GENSOIL,generated,"The Gara, moderately eroded component makes up 50 percent of the map unit. Slopes are 9 to 14 percent. This component is on hillslopes on uplands. The parent material consists of subglacial till. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is high.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 3 percent. This component is in the R108CY511IA Till Backslope Savanna ecological site. Nonirrigated land capability classification is 4e.  This soil does not meet hydric criteria.   ",22087353,22417153
08/17/2021 00:00:00,Nontechnical description,GENSOIL,generated,"The Armstrong, moderately eroded component makes up 40 percent of the map unit. Slopes are 9 to 14 percent. This component is on hillslopes on uplands. The parent material consists of red paleosol and underlying subglacial till. Depth to a root restrictive layer, abrupt textural change,  inches. The natural drainage class is somewhat poorly drained.  Water movement in the most restrictive layer is low.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is high. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 12 inches during October. Organic matter content in the surface horizon is about 2 percent. This component is in the R108CY511IA Till Backslope Savanna ecological site. Nonirrigated land capability classification is 4e.  This soil does not meet hydric criteria.   ",22087354,22417154
08/17/2021 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Armstrong, moderately eroded soil is a minor component.",22087355,22417155
08/17/2021 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Gara, severely eroded soil is a minor component.",22087356,22417156
08/17/2021 00:00:00,Nontechnical description,GENSOIL,generated,"The Gara, moderately eroded component makes up 60 percent of the map unit. Slopes are 14 to 18 percent. This component is on hillslopes on uplands. The parent material consists of subglacial till. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately high.  Available water to a depth of 60 inches (or restricted depth) is high.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 3 percent. This component is in the R108CY511IA Till Backslope Savanna ecological site. Nonirrigated land capability classification is 6e.  This soil does not meet hydric criteria.   ",22087357,22417157
08/17/2021 00:00:00,Nontechnical description,GENSOIL,generated,"The Armstrong, moderately eroded component makes up 30 percent of the map unit. Slopes are 14 to 18 percent. This component is on hillslopes on uplands. The parent material consists of red paleosol and underlying subglacial till. Depth to a root restrictive layer, abrupt textural change,  inches. The natural drainage class is somewhat poorly drained.  Water movement in the most restrictive layer is low.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is high. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 12 inches during October. Organic matter content in the surface horizon is about 2 percent. This component is in the R108CY511IA Till Backslope Savanna ecological site. Nonirrigated land capability classification is 6e.  This soil does not meet hydric criteria.   ",22087358,22417158
08/17/2021 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Armstrong, moderately eroded soil is a minor component.",22087359,22417159
08/17/2021 00:00:00,Nontechnical description,GENSOIL,generated,"Generated brief soil descriptions are created for major soil components.  The Gara, severely eroded soil is a minor component.",22087360,22417160
08/17/2021 00:00:00,Nontechnical description,GENSOIL,generated,Generated brief soil descriptions are created for major soil components.  The Water is a miscellaneous area.,22088566,22418366
