cokey,mrulekey,mrulename,seqnum,rulekey,rulename,ruledepth,interpll,interpllc,interplr,interplrc,interphr,interphrc,interphh,interphhc,nullpropdatabool,defpropdatabool,incpropdatabool,cointerpkey
22073718,23580,"WMS - Irrigation, General",0,23580,"WMS - Irrigation, General",0,0.032,Somewhat limited,0.092,Somewhat limited,0.092,Somewhat limited,0.163,Somewhat limited,0,0,0,1572033210
22073718,10332,ENG - Construction Materials; Sand Source,1,23704,Sand Bottom Layer (revised),1,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,0,0,1572033211
22073718,25212,MIL - Trafficability Veh. Type 6 dry season (DOD),1,41914,MIL - Slope Military Vehicle Type 6 (NSSC),1,0.959,Slope,0.974,Slope,0.974,Slope,0.993,Slope,0,0,0,1572033212
22073718,25208,MIL - Trafficability Veh. Type 5 50-passes wet season (DOD),2,25695,"MIL - Stickiness Veh. 5,6,7 wet season, Revised",1,0.85,Sticky,0.85,Sticky,0.85,Sticky,0.85,Sticky,0,0,0,1572033213
22073718,23580,"WMS - Irrigation, General",1,23598,WMS - Slopes 1 to 15% (PAN),1,0.01,Slope,0.092,Slope,0.092,Slope,0.163,Slope,0,0,0,1572033214
22073718,10332,ENG - Construction Materials; Sand Source,2,21969,Sand Thickest Layer (revised),1,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,0,0,1572033215
22073718,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),0,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),0,0.68,Fair,0.68,Fair,0.68,Fair,0.68,Fair,0,0,0,1572033216
22073718,25208,MIL - Trafficability Veh. Type 5 50-passes wet season (DOD),3,25669,"MIL - Soil Strength Veh-5, VCI-50 wet season, Revised",1,0.88,Low strength,0.88,Low strength,0.88,Low strength,0.88,Low strength,0,0,0,1572033217
22073718,23580,"WMS - Irrigation, General",2,23613,Ksat Minimum; 0.14 to 1.4um/sec; 0 to 50cm,1,0.032,Rapid water movement,0.032,Rapid water movement,0.032,Rapid water movement,0.032,Rapid water movement,0,0,0,1572033218
22073718,393,ENG - Dwellings With Basements,0,393,ENG - Dwellings With Basements,0,0.366,Somewhat limited,0.366,Somewhat limited,0.366,Somewhat limited,0.366,Somewhat limited,0,0,0,1572033219
22073718,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),1,25674,"MIL - Soil Strength Veh-7, VCI-50 wet season, Revised",1,0.68,Low strength,0.68,Low strength,0.68,Low strength,0.68,Low strength,0,0,0,1572033220
22073718,25208,MIL - Trafficability Veh. Type 5 50-passes wet season (DOD),4,41913,"MIL - Slope Military Vehicle Type 3, 4 & 5",1,0.992,Slope,0.995,Slope,0.995,Slope,0.999,Slope,0,0,0,1572033221
22073718,23578,"WMS - Irrigation, Sprinkler (close spaced outlet drops)",0,23578,"WMS - Irrigation, Sprinkler (close spaced outlet drops)",0,0.119,Somewhat limited,0.856,Somewhat limited,0.856,Somewhat limited,0.999,Somewhat limited,0,0,0,1572033222
22073718,393,ENG - Dwellings With Basements,1,23807,"Shrink-Swell (LEP WTD_AVG Above Bedrock or 60"") (revised)",1,0.366,Shrink-swell,0.366,Shrink-swell,0.366,Shrink-swell,0.366,Shrink-swell,0,0,0,1572033223
22073718,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),2,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,0.85,Slippery,0.85,Slippery,0.85,Slippery,0.85,Slippery,0,0,0,1572033224
22073718,25209,MIL - Trafficability Veh. Type 5 dry season (DOD),0,25209,MIL - Trafficability Veh. Type 5 dry season (DOD),0,0.992,Excellent,0.995,Excellent,0.995,Excellent,0.999,Excellent,0,0,0,1572033225
22073718,23578,"WMS - Irrigation, Sprinkler (close spaced outlet drops)",1,23596,WMS - Slopes 1 to 5% (PAN),1,0.119,Slope,0.856,Slope,0.856,Slope,0.999,Slope,0,0,0,1572033226
22073718,402,"ENG - Lawn, Landscape, Golf Fairway",0,402,"ENG - Lawn, Landscape, Golf Fairway",0,0.038,Somewhat limited,0.038,Somewhat limited,0.038,Somewhat limited,0.038,Somewhat limited,0,0,0,1572033227
22073718,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),3,25695,"MIL - Stickiness Veh. 5,6,7 wet season, Revised",1,0.85,Sticky,0.85,Sticky,0.85,Sticky,0.85,Sticky,0,0,0,1572033228
22073718,25209,MIL - Trafficability Veh. Type 5 dry season (DOD),1,41913,"MIL - Slope Military Vehicle Type 3, 4 & 5",1,0.992,Slope,0.995,Slope,0.995,Slope,0.999,Slope,0,0,0,1572033229
22073718,23578,"WMS - Irrigation, Sprinkler (close spaced outlet drops)",2,23618,WMS - Surface Water Erosion Indicator,1,0.039,Water Erosion,0.039,Water Erosion,0.039,Water Erosion,0.039,Water Erosion,0,0,0,1572033230
22073718,402,"ENG - Lawn, Landscape, Golf Fairway",1,23660,Dust PM10 and PM2.5 Generation,1,0.038,Dusty,0.038,Dusty,0.038,Dusty,0.038,Dusty,0,0,0,1572033231
22073718,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),4,41915,MIL - Slope Military Vehicle Type 7 (NSSC),1,0.92,Slope,0.949,Slope,0.949,Slope,0.987,Slope,0,0,0,1572033232
22073718,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),0,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),0,0.85,Good,0.85,Good,0.85,Good,0.85,Good,0,0,0,1572033233
22073718,23579,"WMS - Irrigation, Sprinkler (general)",0,23579,"WMS - Irrigation, Sprinkler (general)",0,0,Not limited,0,Not limited,0,Not limited,0.202,Somewhat limited,0,0,0,1572033234
22073718,70151,ENG - Lined Retention Systems,0,70151,ENG - Lined Retention Systems,0,0.5,Somewhat limited,0.5,Somewhat limited,0.5,Somewhat limited,0.5,Somewhat limited,0,0,0,1572033235
22073718,62848,SOH - Agricultural Organic Soil Subsidence,0,62848,SOH - Agricultural Organic Soil Subsidence,0,0,Mineral soil,0,Mineral soil,0,Mineral soil,0,Mineral soil,0,1,0,1572033236
22073718,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),1,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,0.85,Slippery,0.85,Slippery,0.85,Slippery,0.85,Slippery,0,0,0,1572033237
22073718,37167,"WMS - Subsurface Water Management, System Installation",0,37167,"WMS - Subsurface Water Management, System Installation",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1572033238
22073718,70151,ENG - Lined Retention Systems,1,33408,Water Spreading Surface,1,0.5,Water spreading surface,0.5,Water spreading surface,0.5,Water spreading surface,0.5,Water spreading surface,0,0,0,1572033239
22073718,62848,SOH - Agricultural Organic Soil Subsidence,1,62850,SOH - Flooding and Ponding,1,1,Flooding and ponding,1,Flooding and ponding,1,Flooding and ponding,1,Flooding and ponding,0,1,0,1572033240
22073718,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),2,25695,"MIL - Stickiness Veh. 5,6,7 wet season, Revised",1,0.85,Sticky,0.85,Sticky,0.85,Sticky,0.85,Sticky,0,0,0,1572033241
22073718,37167,"WMS - Subsurface Water Management, System Installation",1,37159,Water Table Within 125 cm,1,1,Drainage not required,1,Drainage not required,1,Drainage not required,1,Drainage not required,0,0,0,1572033242
22073718,70151,ENG - Lined Retention Systems,2,26941,SWM - Retention System Water Table Depth 60-180cm,1,0.125,Insufficient groundwater,0.125,Insufficient groundwater,0.125,Insufficient groundwater,0.125,Insufficient groundwater,0,0,0,1572033243
22073718,62848,SOH - Agricultural Organic Soil Subsidence,2,62851,SOH - Salinity,1,1,Not saline,1,Not saline,1,Not saline,1,Not saline,0,0,0,1572033244
22073718,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),3,25671,"MIL - Soil Strength Veh-6, VCI-1 wet season, Revised",1,0.94,Low strength,0.94,Low strength,0.94,Low strength,0.94,Low strength,0,0,0,1572033245
22073718,37167,"WMS - Subsurface Water Management, System Installation",2,19329,Unstable Excavation Walls,1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,1572033246
22073718,70151,ENG - Lined Retention Systems,3,26956,SWM - Vegetation Establishment Difficulty,1,0.052,Vegetation establishment,0.052,Vegetation establishment,0.052,Vegetation establishment,0.1,Vegetation establishment,0,0,0,1572033247
22073718,62848,SOH - Agricultural Organic Soil Subsidence,3,63580,SOH - Subsidence pH,1,1,pH,1,pH,1,pH,1,pH,0,0,0,1572033248
22073718,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),4,41914,MIL - Slope Military Vehicle Type 6 (NSSC),1,0.959,Slope,0.974,Slope,0.974,Slope,0.993,Slope,0,0,0,1572033249
22073718,883,"GRL - Fencing, Post Depth =<36 inches",0,883,"GRL - Fencing, Post Depth =<36 inches",0,0.5,Limited,0.964,Limited,0.964,Limited,1,Very limited,1,1,0,1572033250
22073718,70151,ENG - Lined Retention Systems,4,33411,SWM - Retention System Slope and Stability,1,0,Slope,0.037,Slope,0.037,Slope,0.121,Slope,0,0,0,1572033251
22073718,62848,SOH - Agricultural Organic Soil Subsidence,4,63589,SAS - Drainage Class Not Subaqueous (suit),1,1,Subaerial,1,Subaerial,1,Subaerial,1,Subaerial,0,0,0,1572033252
22073718,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),0,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),0,0.816,High inherent productivity,0.975,High inherent productivity,0.975,High inherent productivity,0.985,High inherent productivity,0,0,0,1572033253
22073718,883,"GRL - Fencing, Post Depth =<36 inches",1,878,"GRL-Shrink-Swell of Thickest Layer, 0-36 inches",1,0.056,Shrink-swell,0.964,Shrink-swell,0.964,Shrink-swell,1,Shrink-swell,0,0,0,1572033254
22073718,979,ENG - Sanitary Landfill (Area),0,979,ENG - Sanitary Landfill (Area),0,0.038,Somewhat limited,0.038,Somewhat limited,0.038,Somewhat limited,0.038,Somewhat limited,0,0,0,1572033255
22073718,62848,SOH - Agricultural Organic Soil Subsidence,5,62849,"SOH - Organic Soil Subsidence, Frost-free Days",1,0.555,Frost-free days,0.555,Frost-free days,0.555,Frost-free days,0.555,Frost-free days,0,0,0,1572033256
22073718,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),1,46238,Impacted soil,1,0,No limitation,0,No limitation,0,No limitation,0,No limitation,0,0,0,1572033257
22073718,883,"GRL - Fencing, Post Depth =<36 inches",2,877,"GRL-Too Clayey, 0-36 inches",1,0.099,18 to 45% Clay,0.605,18 to 45% Clay,0.605,18 to 45% Clay,0.726,18 to 45% Clay,0,0,0,1572033258
22073718,979,ENG - Sanitary Landfill (Area),1,23660,Dust PM10 and PM2.5 Generation,1,0.038,Dusty,0.038,Dusty,0.038,Dusty,0.038,Dusty,0,0,0,1572033259
22073718,70134,SOH - Dynamic Soil Properties Response to Biochar,0,70134,SOH - Dynamic Soil Properties Response to Biochar,0,0.234,Low response,0.34,Fair response,0.34,Fair response,0.381,Fair response,0,0,0,1572033260
22073718,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),2,37150,NCCPI - NCCPI Cotton Submodel (II),1,0.001,Cotton,0.001,Cotton,0.001,Cotton,0.001,Cotton,0,0,0,1572033261
22073718,883,"GRL - Fencing, Post Depth =<36 inches",3,857,GRL-Potential Frost Action = High,1,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0,0,0,1572033262
22073718,302,ENG - Shallow Excavations,0,302,ENG - Shallow Excavations,0,0.038,Somewhat limited,0.038,Somewhat limited,0.038,Somewhat limited,0.038,Somewhat limited,0,0,0,1572033263
22073718,70134,SOH - Dynamic Soil Properties Response to Biochar,1,70132,SOH - AWC Average 0-30cm,1,0,AWC response low,0,AWC response low,0,AWC response low,0,AWC response low,0,0,0,1572033264
22073718,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),3,37149,NCCPI - NCCPI Small Grains Submodel (II),1,0.767,Small grains,0.788,Small grains,0.788,Small grains,0.792,Small grains,0,0,0,1572033265
22073718,26588,Ground Penetrating Radar Penetration,0,26588,Ground Penetrating Radar Penetration,0,0.5,Moderate penetration,0.5,Moderate penetration,0.5,Moderate penetration,0.5,Moderate penetration,0,0,0,1572033266
22073718,302,ENG - Shallow Excavations,1,23660,Dust PM10 and PM2.5 Generation,1,0.038,Dusty,0.038,Dusty,0.038,Dusty,0.038,Dusty,0,0,0,1572033267
22073718,70134,SOH - Dynamic Soil Properties Response to Biochar,2,70131,SOH - Ksat Max 0-30cm,1,0,Ksat response low,0,Ksat response low,0,Ksat response low,0,Ksat response low,0,0,0,1572033268
22073718,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),4,44492,NCCPI - NCCPI Soybeans Submodel (I),1,0.75,Soybeans,0.798,Soybeans,0.798,Soybeans,0.81,Soybeans,0,0,0,1572033269
22073718,26588,Ground Penetrating Radar Penetration,1,26595,"GPR - Attenuation Due to Clay, Water, and Exchangeable Ions",1,0.5,"Attenuation due to clay, water, and exchangeable ions",0.5,"Attenuation due to clay, water, and exchangeable ions",0.5,"Attenuation due to clay, water, and exchangeable ions",0.5,"Attenuation due to clay, water, and exchangeable ions",0,0,0,1572033270
22073718,302,ENG - Shallow Excavations,2,23768,"Unstable Excavation Walls, revised",1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,1572033271
22073718,70134,SOH - Dynamic Soil Properties Response to Biochar,3,70130,SOH - Bulk Density Ratio Max 0-30cm,1,0.055,Bulk density response,0.055,Bulk density response,0.055,Bulk density response,0.055,Bulk density response,0,0,0,1572033272
22073718,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),5,57994,NCCPI - NCCPI Corn Submodel (I),1,0.816,Corn,0.975,Corn,0.975,Corn,0.985,Corn,0,0,0,1572033273
22073718,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),0,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),0,0.85,Good,0.85,Good,0.85,Good,0.85,Good,0,0,0,1572033274
22073718,395,ENG - Small Commercial Buildings,0,395,ENG - Small Commercial Buildings,0,0.524,Somewhat limited,0.524,Somewhat limited,0.524,Somewhat limited,0.524,Somewhat limited,0,0,0,1572033275
22073718,70134,SOH - Dynamic Soil Properties Response to Biochar,4,70124,"SOH - Organic Carbon, kg/m2 to 30cm",1,0.213,Organic carbon response,0.213,Organic carbon response,0.213,Organic carbon response,0.213,Organic carbon response,0,0,0,1572033276
22073718,10018,URB/REC - Off-Road Motorcycle Trails,0,10018,URB/REC - Off-Road Motorcycle Trails,0,0.038,Somewhat limited,0.038,Somewhat limited,0.038,Somewhat limited,0.038,Somewhat limited,0,0,0,1572033277
22073718,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),1,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,0.85,Slippery,0.85,Slippery,0.85,Slippery,0.85,Slippery,0,0,0,1572033278
22073718,395,ENG - Small Commercial Buildings,1,23803,Shrink-Swell (LEP WTD_AVG 25-100cm or Bedrock),1,0.524,Shrink-swell,0.524,Shrink-swell,0.524,Shrink-swell,0.524,Shrink-swell,0,0,0,1572033279
22073718,70134,SOH - Dynamic Soil Properties Response to Biochar,5,70123,SOH - MEQ 0-30cm,1,0.27,Adsorptive capacity response,0.27,Adsorptive capacity response,0.27,Adsorptive capacity response,0.27,Adsorptive capacity response,0,0,0,1572033280
22073718,10018,URB/REC - Off-Road Motorcycle Trails,1,23660,Dust PM10 and PM2.5 Generation,1,0.038,Dusty,0.038,Dusty,0.038,Dusty,0.038,Dusty,0,0,0,1572033281
22073718,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),2,25664,"MIL - Soil Strength Veh-2, VCI-50 wet season, Revised",1,0.95,Low strength,0.95,Low strength,0.95,Low strength,0.95,Low strength,0,0,0,1572033282
22073718,395,ENG - Small Commercial Buildings,2,288,Sloping 3.9 to > 8%,1,0,No slope limitation,0.001,Slope,0.001,Slope,0.144,Slope,0,0,0,1572033283
22073718,70154,SOH - Limitations for Aerobic Soil Organisms,0,70154,SOH - Limitations for Aerobic Soil Organisms,0,0.18,Somewhat limited,0.195,Somewhat limited,0.195,Somewhat limited,0.405,Somewhat limited,0,0,0,1572033284
22073718,1411,URB/REC - Playgrounds,0,1411,URB/REC - Playgrounds,0,0.038,Somewhat limited,0.5,Somewhat limited,0.5,Somewhat limited,0.944,Somewhat limited,0,0,0,1572033285
22073718,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),3,34614,MIL - Slope Military Vehicle Type 1 & 2,1,0.995,Slope,0.997,Slope,0.997,Slope,0.999,Slope,0,0,0,1572033286
22073718,70153,ENG - Unlined Retention Systems,0,70153,ENG - Unlined Retention Systems,0,1,Severely limited,1,Severely limited,1,Severely limited,1,Severely limited,0,0,0,1572033287
22073718,70154,SOH - Limitations for Aerobic Soil Organisms,1,70165,SOH - Organisms Clay Content WTD_AVG to 30 cm Limiting,1,0.125,Clay content somewhat limiting,0.195,Clay content somewhat limiting,0.195,Clay content somewhat limiting,0.405,Clay content somewhat limiting,0,0,0,1572033288
22073718,1411,URB/REC - Playgrounds,1,10628,Slope 2 to 6%,1,0,No slope limitation,0.5,Slope,0.5,Slope,0.875,Slope,0,0,0,1572033289
22073718,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),0,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,1572033290
22073718,70153,ENG - Unlined Retention Systems,1,33413,SWM - Unlined Retention System Water Table,1,1,Insufficient groundwater,1,Insufficient groundwater,1,Insufficient groundwater,1,Insufficient groundwater,0,0,0,1572033291
22073718,70154,SOH - Limitations for Aerobic Soil Organisms,2,70156,SOH - Organism Habitat - Mean Annual Air Temperature (Lim),1,0.18,Mean annual air temperature somewhat limiting,0.18,Mean annual air temperature somewhat limiting,0.18,Mean annual air temperature somewhat limiting,0.18,Mean annual air temperature somewhat limiting,0,0,0,1572033292
22073718,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",0,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",0,0,Not limited,0.013,Somewhat limited,0.013,Somewhat limited,0.037,Somewhat limited,0,0,0,1572033293
22073718,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),1,25675,"MIL - Slipperiness Veh. 1,2 dry season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,1572033294
22073718,70153,ENG - Unlined Retention Systems,2,26956,SWM - Vegetation Establishment Difficulty,1,0.052,Vegetation establishment,0.052,Vegetation establishment,0.052,Vegetation establishment,0.1,Vegetation establishment,0,0,0,1572033295
22073718,70154,SOH - Limitations for Aerobic Soil Organisms,3,70164,SOH - Organism Habitat - Bulk Density Limitation 0 to 30cm,1,0.015,Bulk density somewhat  limiting,0.015,Bulk density somewhat  limiting,0.015,Bulk density somewhat  limiting,0.015,Bulk density somewhat  limiting,0,0,0,1572033296
22073718,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",1,25797,"Clayey 30-200cm, Moisture Modified, Catastrophic Events",1,0,Not clayey,0.026,Clay content,0.026,Clay content,0.074,Clay content,0,0,0,1572033297
22073718,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),2,34614,MIL - Slope Military Vehicle Type 1 & 2,1,0.995,Slope,0.997,Slope,0.997,Slope,0.999,Slope,0,0,0,1572033298
22073718,70153,ENG - Unlined Retention Systems,3,33411,SWM - Retention System Slope and Stability,1,0,Slope,0.037,Slope,0.037,Slope,0.121,Slope,0,0,0,1572033299
22073718,70154,SOH - Limitations for Aerobic Soil Organisms,4,70161,SOH - Organism Habitat - Electrical Conductivity Limiting,1,0.015,Electrical conductivity somewhat  limiting,0.015,Electrical conductivity somewhat  limiting,0.015,Electrical conductivity somewhat  limiting,0.015,Electrical conductivity somewhat  limiting,0,0,0,1572033300
22073718,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",0,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",0,0,Not limited,0.013,Somewhat limited,0.013,Somewhat limited,0.037,Somewhat limited,0,0,0,1572033301
22073718,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),0,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),0,0.85,Good,0.85,Good,0.85,Good,0.85,Good,0,0,0,1572033302
22073718,670,FOR - Hand Planting Suitability,0,670,FOR - Hand Planting Suitability,0,0,Well suited,0,Well suited,0,Well suited,0.5,Moderately suited,0,0,0,1572033303
22073718,70154,SOH - Limitations for Aerobic Soil Organisms,5,70155,SOH - Soil Organism Habitat pH,1,0,pH not limiting,0.01,pH somewhat limiting,0.01,pH somewhat limiting,0.192,pH somewhat limiting,0,0,0,1572033304
22073718,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",1,25797,"Clayey 30-200cm, Moisture Modified, Catastrophic Events",1,0,Not clayey,0.026,Clay content,0.026,Clay content,0.074,Clay content,0,0,0,1572033305
22073718,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),1,25683,"MIL - Slipperiness Veh. 3,4 wet season, Revised",1,0.85,Slippery,0.85,Slippery,0.85,Slippery,0.85,Slippery,0,0,0,1572033306
22073718,63742,FOR - Mechanical Planting Suitability,0,63742,FOR - Mechanical Planting Suitability,0,0,Well suited,0,Well suited,0,Well suited,0.08,Moderately suited,0,0,0,1572033307
22073718,62834,SOH - Organic Matter Depletion,0,62834,SOH - Organic Matter Depletion,0,0.557,OM depletion moderate,0.575,OM depletion moderate,0.575,OM depletion moderate,0.609,OM depletion moderately high,0,0,0,1572033308
22073718,20461,DHS - Site for Composting Facility - Surface,0,20461,DHS - Site for Composting Facility - Surface,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1572033309
22073718,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),2,25663,"MIL - Soil Strength Veh-3, VCI-1 wet season, Revised",1,0.96,Low strength,0.96,Low strength,0.96,Low strength,0.96,Low strength,0,0,0,1572033310
22073718,63744,FOR - Mechanical Site Preparation (Surface),0,63744,FOR - Mechanical Site Preparation (Surface),0,0,Well suited,0,Well suited,0,Well suited,0,Well suited,0,0,0,1572033311
22073718,62834,SOH - Organic Matter Depletion,1,63583,SOH - Oxygen Exclusion During the Growing Season,1,1,Well aerated,1,Well aerated,1,Well aerated,1,Well aerated,0,0,0,1572033312
22073718,20461,DHS - Site for Composting Facility - Surface,1,20467,"Soil Strength (AASHTO Group Index, 0-50cm)",1,1,Low strength,1,Low strength,1,Low strength,1,Low strength,0,0,0,1572033313
22073718,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),3,41913,"MIL - Slope Military Vehicle Type 3, 4 & 5",1,0.992,Slope,0.995,Slope,0.995,Slope,0.999,Slope,0,0,0,1572033314
22073718,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),0,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),0,0.85,Good,0.85,Good,0.85,Good,0.85,Good,0,0,0,1572033315
22073718,62834,SOH - Organic Matter Depletion,2,63585,"Water Gathering Surface, Organic Depletion",1,1,Not water gathering surface,1,Not water gathering surface,1,Not water gathering surface,1,Not water gathering surface,0,0,0,1572033316
22073718,20461,DHS - Site for Composting Facility - Surface,2,20466,"Slope 3 to 8 percent, Limitation",1,0,Slope not limiting,0.2,Slope,0.2,Slope,0.4,Slope,0,0,0,1572033317
22073718,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),0,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),0,0.85,Good,0.85,Good,0.85,Good,0.85,Good,0,0,0,1572033318
22073718,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),1,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,0.85,Slippery,0.85,Slippery,0.85,Slippery,0.85,Slippery,0,0,0,1572033319
22073718,62834,SOH - Organic Matter Depletion,3,63586,SOH - Clay Content WTD_AVG to 30 cm Organic,1,0.32,Medium amount of clay surface area,0.5,Medium amount of clay surface area,0.5,Medium amount of clay surface area,0.843,Medium amount of clay surface area,0,0,0,1572033320
22073718,20461,DHS - Site for Composting Facility - Surface,3,20488,Temperature,1,0.075,Extreme soil temperatures,0.075,Extreme soil temperatures,0.075,Extreme soil temperatures,0.075,Extreme soil temperatures,0,0,0,1572033321
22073718,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),1,25683,"MIL - Slipperiness Veh. 3,4 wet season, Revised",1,0.85,Slippery,0.85,Slippery,0.85,Slippery,0.85,Slippery,0,0,0,1572033322
22073718,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),2,25660,"MIL - Soil Strength Veh-1, VCI-1 wet season, Revised",1,0.99,Low strength,0.99,Low strength,0.99,Low strength,0.99,Low strength,0,0,0,1572033323
22073718,62834,SOH - Organic Matter Depletion,4,63581,SOH - Organic Matter Loss Sensitivity,1,0.477,Moderate antecedent organic matter content,0.477,Moderate antecedent organic matter content,0.477,Moderate antecedent organic matter content,0.477,Moderate antecedent organic matter content,0,0,0,1572033324
22073718,20461,DHS - Site for Composting Facility - Surface,4,20487,Precipitation,1,0.046,Low precipitation,0.066,Low precipitation,0.066,Low precipitation,0.079,Low precipitation,0,0,0,1572033325
22073718,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),2,25665,"MIL - Soil Strength Veh-3, VCI-50 wet season, Revised",1,0.9,Low strength,0.9,Low strength,0.9,Low strength,0.9,Low strength,0,0,0,1572033326
22073718,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),3,34614,MIL - Slope Military Vehicle Type 1 & 2,1,0.995,Slope,0.997,Slope,0.997,Slope,0.999,Slope,0,0,0,1572033327
22073718,62834,SOH - Organic Matter Depletion,5,63582,SOH - Mean Annual Air Temperature (Oxidation Rate Proxy),1,0.353,Moderate oxidation rate,0.353,Moderate oxidation rate,0.353,Moderate oxidation rate,0.353,Moderate oxidation rate,0,0,0,1572033328
22073718,70148,ENG - Deep Infiltration Systems,0,70148,ENG - Deep Infiltration Systems,0,0.29,Somewhat limited,1,Severely limited,1,Severely limited,1,Severely limited,0,0,0,1572033329
22073718,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),3,41913,"MIL - Slope Military Vehicle Type 3, 4 & 5",1,0.992,Slope,0.995,Slope,0.995,Slope,0.999,Slope,0,0,0,1572033330
22073718,25197,MIL - Trafficability Veh. Type 1 dry season (DOD),0,25197,MIL - Trafficability Veh. Type 1 dry season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,1572033331
22073718,1405,URB/REC - Picnic Areas,0,1405,URB/REC - Picnic Areas,0,0.038,Somewhat limited,0.154,Somewhat limited,0.154,Somewhat limited,0.944,Somewhat limited,0,0,0,1572033332
22073718,70148,ENG - Deep Infiltration Systems,1,26520,SWM - Deep Infiltration System Ksat 120-180cm,1,0.29,Water movement,1,Water movement,1,Water movement,1,Water movement,0,0,0,1572033333
22073718,25215,MIL - Trafficability Veh. Type 7 dry season (DOD),0,25215,MIL - Trafficability Veh. Type 7 dry season (DOD),0,0.85,Good,0.85,Good,0.85,Good,0.85,Good,0,0,0,1572033334
22073718,25197,MIL - Trafficability Veh. Type 1 dry season (DOD),1,25675,"MIL - Slipperiness Veh. 1,2 dry season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,1572033335
