"year","Month","Crops","value"
"2022","June","Lettuce",989.373
"2022","June","Onion",989.373
"2022","June","Peas",1019.373
"2022","June","Potato",1229.373
"2022","June","Pumpkin",389.373
"2022","June","Radish",989.373
"2022","June","Spinach",1139.373
"2022","June","Squash",389.373
"2022","June","Sweet_corn",689.373
"2022","June","Sweet_Potato",241.635
"2022","June","Tomato",689.373
"2022","June","Watermelon",689.373
"2022","May","Asparagus",426.546
"2022","May","Cabbage",727.312
"2022","May","Cantaloupe",114.492
"2022","May","Carrot",727.312
"2022","May","Cauliflower",727.312
"2022","May","Cucumber",194.509
"2022","May","Eggplant",426.546
"2022","May","Lettuce",727.312
"2022","May","Onion",727.312
"2022","May","Peas",758.312
"2022","May","Potato",975.312
"2022","May","Pumpkin",194.509
"2022","May","Radish",727.312
"2022","May","Spinach",882.312
"2022","May","Squash",194.509
"2022","May","Sweet_corn",426.546
"2022","May","Sweet_Potato",114.492
"2022","May","Tomato",426.546
"2022","May","Watermelon",426.546
